pitch_type,velo_peak_age,spin_peak_age,scg,scg_hdi_lo,scg_hdi_hi
SI,24.204561389458032,32.522302847943706,8.317741458485676,6.080142038663006,10.872843277051452
FF,25.819741769432863,31.78322288948009,5.96348112004723,4.816512566055373,7.1976673260824064
